,payment_id,invoice_id,issued_date,status,amount
38352,38352,76699,2015-11-30,1,741
38353,38353,76701,2015-12-07,1,271
38354,38354,76702,2015-11-19,2,459
38355,38355,76704,2015-11-22,3,699
38356,38356,76706,2015-11-18,2,242
38357,38357,76708,2015-11-19,1,216
38358,38358,76709,2015-12-08,1,655
38359,38359,76717,2015-11-14,1,334
38360,38360,76710,2015-11-25,2,970
38361,38361,76711,2015-11-21,3,788
38362,38362,76718,2015-11-28,3,395
38363,38363,76721,2015-11-15,1,812
38364,38364,76722,2015-11-10,1,471
38365,38365,76725,2015-11-10,1,399
38366,38366,76727,2015-11-27,2,925
38367,38367,76749,2015-11-26,1,416
38368,38368,76729,2015-12-02,2,355
38369,38369,76730,2015-12-04,3,985
38370,38370,76731,2015-11-17,3,542
38371,38371,76732,2015-11-10,2,453
38372,38372,76733,2015-11-16,3,930
38373,38373,76735,2015-11-19,3,130
38374,38374,76736,2015-12-01,3,790
38375,38375,76737,2015-12-07,1,259
38376,38376,76739,2015-11-21,3,467
38377,38377,76742,2015-11-13,2,176
38378,38378,76745,2015-11-19,2,42
38379,38379,76747,2015-11-27,1,198
38380,38380,76750,2015-12-08,3,722
38381,38381,76753,2015-12-05,3,539
38382,38382,76756,2015-12-08,1,801
38383,38383,76758,2015-11-24,2,584
38384,38384,76759,2015-12-05,3,24
38385,38385,76764,2015-11-18,1,574
38386,38386,76765,2015-11-13,2,581
38387,38387,76769,2015-12-06,1,40
38388,38388,76770,2015-11-11,3,925
38389,38389,76771,2015-11-24,1,969
38390,38390,76772,2015-11-20,1,488
38391,38391,76773,2015-12-01,1,948
38392,38392,76774,2015-11-09,3,645
38393,38393,76775,2015-11-22,1,848
38394,38394,76778,2015-11-13,1,555
38395,38395,76779,2015-12-05,2,504
38396,38396,76780,2015-11-12,2,691
38397,38397,76781,2015-11-22,1,25
38398,38398,76782,2015-11-10,2,388
38399,38399,76784,2015-11-20,2,494
38400,38400,76785,2015-12-06,1,275
38401,38401,76787,2015-11-10,2,950
38402,38402,76824,2015-11-17,2,978
38403,38403,76825,2015-11-09,2,8
38404,38404,76791,2015-11-18,1,489
38405,38405,76792,2015-11-09,3,355
38406,38406,76800,2015-12-04,2,490
38407,38407,76793,2015-11-10,3,624
38408,38408,76806,2015-11-28,3,192
38409,38409,76795,2015-11-21,1,177
38410,38410,76810,2015-11-17,3,435
38411,38411,76801,2015-11-15,2,162
38412,38412,76815,2015-11-24,1,671
38413,38413,76803,2015-11-23,1,756
38414,38414,76816,2015-11-21,3,838
38415,38415,76805,2015-11-30,2,8
38416,38416,76818,2015-12-02,1,57
38417,38417,76807,2015-12-07,1,366
38418,38418,76820,2015-12-08,1,483
38419,38419,76809,2015-12-08,2,857
38420,38420,76826,2015-11-18,1,870
38421,38421,76832,2015-11-10,2,390
38422,38422,76833,2015-11-16,2,690
38423,38423,76835,2015-11-27,1,90
38424,38424,76836,2015-12-02,2,213
38425,38425,76840,2015-12-04,3,868
38426,38426,76841,2015-12-01,3,891
38427,38427,76842,2015-12-06,3,527
38428,38428,76843,2015-11-18,1,490
38429,38429,76844,2015-11-20,1,354
38430,38430,76845,2015-11-19,3,887
38431,38431,76850,2015-12-08,1,457
38432,38432,76851,2015-11-11,2,121
38433,38433,76858,2015-11-20,1,109
38434,38434,76853,2015-11-23,1,299
38435,38435,76862,2015-12-01,2,621
38436,38436,76878,2015-11-21,3,760
38437,38437,76855,2015-11-20,1,289
38438,38438,76876,2015-11-18,1,810
38439,38439,76885,2015-11-15,3,276
38440,38440,76883,2015-11-20,1,37
38441,38441,76857,2015-11-21,2,593
38442,38442,76893,2015-11-30,3,804
38443,38443,76859,2015-11-14,1,95
38444,38444,76879,2015-11-29,2,68
38445,38445,76898,2015-11-24,3,180
38446,38446,76881,2015-12-01,3,745
38447,38447,76900,2015-12-01,1,181
38448,38448,76861,2015-11-11,2,961
38449,38449,76864,2015-11-21,2,818
38450,38450,76868,2015-11-23,1,874
38451,38451,76903,2015-12-06,1,552
38452,38452,76904,2015-11-30,3,711
38453,38453,76905,2015-11-27,2,261
38454,38454,76907,2015-12-05,2,283
38455,38455,76908,2015-11-14,3,53
38456,38456,76911,2015-11-19,2,301
38457,38457,76912,2015-12-04,2,921
38458,38458,76914,2015-11-09,1,594
38459,38459,76917,2015-12-02,3,648
38460,38460,76924,2015-11-24,1,510
38461,38461,76932,2015-11-28,3,583
38462,38462,76919,2015-11-22,3,623
38463,38463,76920,2015-11-13,3,338
38464,38464,76921,2015-11-20,2,947
38465,38465,76925,2015-11-18,1,708
38466,38466,76929,2015-11-20,3,197
38467,38467,76931,2015-11-27,3,432
38468,38468,76935,2015-11-16,2,336
38469,38469,76936,2015-11-24,1,739
38470,38470,76937,2015-12-09,3,824
38471,38471,76948,2015-11-29,2,738
38472,38472,76940,2015-12-01,1,27
38473,38473,76952,2015-11-11,2,112
38474,38474,76942,2015-11-28,3,390
38475,38475,76954,2015-11-21,1,793
38476,38476,76956,2015-11-29,1,497
38477,38477,76962,2015-11-19,1,212
38478,38478,76966,2015-11-17,2,61
38479,38479,76968,2015-11-18,3,874
38480,38480,76970,2015-11-29,3,680
38481,38481,76973,2015-11-10,1,69
38482,38482,76976,2015-11-11,1,642
38483,38483,76979,2015-11-26,3,973
38484,38484,76981,2015-11-11,1,849
38485,38485,76983,2015-11-12,2,472
38486,38486,76985,2015-11-20,1,859
38487,38487,76986,2015-11-11,2,895
38488,38488,76945,2015-12-04,2,966
38489,38489,76946,2015-11-22,2,530
38490,38490,76949,2015-12-08,2,30
38491,38491,76961,2015-12-01,1,67
38492,38492,76991,2015-11-19,3,982
38493,38493,77010,2015-11-26,2,502
38494,38494,76993,2015-12-01,3,344
38495,38495,77012,2015-12-05,1,14
38496,38496,76995,2015-11-16,3,392
38497,38497,76997,2015-11-22,2,117
38498,38498,77000,2015-11-14,3,468
38499,38499,77014,2015-11-17,2,268
38500,38500,77001,2015-11-27,3,360
38501,38501,77003,2015-11-23,1,926
38502,38502,77006,2015-12-09,3,585
38503,38503,77016,2015-12-05,2,815
38504,38504,77009,2015-11-30,1,259
38505,38505,77011,2015-11-25,2,895
38506,38506,77019,2015-11-19,3,87
38507,38507,77036,2015-11-23,3,718
38508,38508,77023,2015-12-05,2,576
38509,38509,77025,2015-11-13,3,107
38510,38510,77028,2015-11-10,1,276
38511,38511,77032,2015-11-12,3,16
38512,38512,77043,2015-11-27,2,574
38513,38513,77048,2015-12-07,3,886
38514,38514,77050,2015-12-08,3,677
38515,38515,77037,2015-12-07,1,713
38516,38516,77045,2015-11-21,2,983
38517,38517,77047,2015-11-23,2,714
38518,38518,77053,2015-11-20,1,686
38519,38519,77055,2015-11-18,2,282
38520,38520,77056,2015-11-23,3,64
38521,38521,77060,2015-11-15,2,867
38522,38522,77061,2015-11-28,1,102
38523,38523,77062,2015-12-02,1,844
38524,38524,77064,2015-11-29,2,589
38525,38525,77078,2015-11-29,1,203
38526,38526,77080,2015-11-18,1,1000
38527,38527,77072,2015-11-21,3,45
38528,38528,77074,2015-12-06,3,391
38529,38529,77081,2015-11-12,2,641
38530,38530,77085,2015-12-07,2,544
38531,38531,77086,2015-12-01,3,549
38532,38532,77087,2015-12-09,1,673
38533,38533,77088,2015-11-15,2,238
38534,38534,77089,2015-12-08,3,786
38535,38535,77090,2015-11-21,3,707
38536,38536,77091,2015-11-24,1,640
38537,38537,77093,2015-12-02,2,814
38538,38538,77092,2015-11-17,1,985
38539,38539,77095,2015-11-10,3,254
38540,38540,77097,2015-12-03,3,34
38541,38541,77094,2015-11-09,3,750
38542,38542,77096,2015-11-30,2,607
38543,38543,77098,2015-11-11,1,234
38544,38544,77101,2015-11-18,1,257
38545,38545,77104,2015-11-13,1,20
38546,38546,77105,2015-11-25,3,181
38547,38547,77106,2015-12-07,1,485
38548,38548,77107,2015-11-29,1,589
38549,38549,77109,2015-12-01,1,665
38550,38550,77111,2015-12-08,3,996
38551,38551,77112,2015-12-09,3,293
38552,38552,77114,2015-11-30,3,87
38553,38553,77121,2015-11-28,3,582
38554,38554,77122,2015-12-06,2,256
38555,38555,77123,2015-12-03,3,353
38556,38556,77127,2015-11-21,2,66
38557,38557,77128,2015-11-23,1,956
38558,38558,77131,2015-12-03,2,742
38559,38559,77134,2015-11-24,1,410
38560,38560,77135,2015-11-18,2,900
38561,38561,77139,2015-11-26,3,200
38562,38562,77141,2015-11-16,1,963
38563,38563,77142,2015-12-08,2,355
38564,38564,77144,2015-11-16,1,753
38565,38565,77146,2015-12-03,1,2
38566,38566,77150,2015-11-27,2,265
38567,38567,77152,2015-11-10,3,898
38568,38568,77153,2015-11-16,2,732
38569,38569,77154,2015-11-20,1,631
38570,38570,77157,2015-11-28,2,72
38571,38571,77166,2015-12-06,3,551
38572,38572,77159,2015-12-04,1,815
38573,38573,77168,2015-11-23,1,137
38574,38574,77161,2015-11-10,3,688
38575,38575,77170,2015-12-08,1,461
38576,38576,77162,2015-11-09,1,655
38577,38577,77176,2015-12-05,3,204
38578,38578,77171,2015-11-22,1,699
38579,38579,77163,2015-11-28,3,58
38580,38580,77173,2015-11-17,3,29
38581,38581,77164,2015-11-16,3,445
38582,38582,77178,2015-11-30,1,894
38583,38583,77165,2015-11-09,1,259
38584,38584,77179,2015-11-16,1,579
38585,38585,77180,2015-11-20,1,600
38586,38586,77182,2015-11-26,1,923
38587,38587,77183,2015-11-10,1,188
38588,38588,77187,2015-12-03,2,185
38589,38589,77188,2015-12-02,2,599
38590,38590,77189,2015-11-18,1,615
38591,38591,77192,2015-11-17,2,558
38592,38592,77194,2015-11-13,3,167
38593,38593,77198,2015-11-12,3,171
38594,38594,77199,2015-11-12,1,816
38595,38595,77201,2015-11-23,3,38
38596,38596,77202,2015-11-27,3,895
38597,38597,77203,2015-12-01,2,254
38598,38598,77204,2015-11-24,2,245
38599,38599,77205,2015-11-17,2,409
38600,38600,77206,2015-12-02,3,998
38601,38601,77208,2015-12-05,1,489
38602,38602,77209,2015-12-07,2,730
38603,38603,77211,2015-11-30,2,76
38604,38604,77212,2015-12-08,1,714
38605,38605,77214,2015-11-19,1,423
38606,38606,77216,2015-11-25,3,675
38607,38607,77218,2015-12-03,1,882
38608,38608,77219,2015-11-19,1,348
38609,38609,77221,2015-12-03,1,761
38610,38610,77222,2015-11-18,3,374
38611,38611,77223,2015-11-29,2,681
38612,38612,77246,2015-12-01,3,419
38613,38613,77247,2015-11-25,2,388
38614,38614,77248,2015-11-12,3,157
38615,38615,77226,2015-11-10,1,532
38616,38616,77228,2015-12-02,1,441
38617,38617,77229,2015-11-19,2,870
38618,38618,77232,2015-11-25,1,713
38619,38619,77237,2015-12-04,1,892
38620,38620,77238,2015-12-01,2,411
38621,38621,77241,2015-12-05,1,42
38622,38622,77269,2015-11-27,3,764
38623,38623,77271,2015-11-28,1,286
38624,38624,77276,2015-12-08,2,71
38625,38625,77277,2015-12-04,1,992
38626,38626,77279,2015-11-13,1,884
38627,38627,77281,2015-11-26,1,226
38628,38628,77288,2015-11-29,3,814
38629,38629,77290,2015-12-08,1,871
38630,38630,77243,2015-11-10,3,549
38631,38631,77296,2015-12-05,1,416
38632,38632,77244,2015-11-28,2,303
38633,38633,77282,2015-11-29,3,687
38634,38634,77286,2015-11-11,1,269
38635,38635,77291,2015-11-26,2,612
38636,38636,77297,2015-11-26,3,270
38637,38637,77299,2015-11-28,1,705
38638,38638,77300,2015-11-12,2,553
38639,38639,77302,2015-11-16,1,703
38640,38640,77304,2015-11-16,1,3
38641,38641,77305,2015-12-01,1,585
38642,38642,77306,2015-12-09,3,109
38643,38643,77250,2015-12-02,3,646
38644,38644,77307,2015-11-16,2,665
38645,38645,77254,2015-12-03,3,12
38646,38646,77309,2015-11-19,2,332
38647,38647,77256,2015-12-06,3,823
38648,38648,77310,2015-11-23,1,776
38649,38649,77257,2015-11-18,3,36
38650,38650,77311,2015-11-26,1,644
38651,38651,77259,2015-11-22,2,494
38652,38652,77260,2015-11-18,3,952
38653,38653,77262,2015-11-18,2,101
38654,38654,77265,2015-11-25,2,494
38655,38655,77266,2015-12-03,2,486
38656,38656,77268,2015-12-06,2,156
38657,38657,77270,2015-11-15,1,705
38658,38658,77312,2015-11-29,1,970
38659,38659,77315,2015-11-21,2,290
38660,38660,77316,2015-11-09,3,259
38661,38661,77317,2015-11-23,3,221
38662,38662,77318,2015-12-03,1,816
38663,38663,77319,2015-12-03,1,77
38664,38664,77322,2015-12-01,3,503
38665,38665,77323,2015-11-17,1,556
38666,38666,77324,2015-11-19,3,551
38667,38667,77326,2015-11-23,3,929
38668,38668,77327,2015-11-09,2,651
38669,38669,77330,2015-12-07,1,736
38670,38670,77332,2015-11-18,2,344
38671,38671,77333,2015-11-22,1,965
38672,38672,77334,2015-11-15,3,875
38673,38673,77335,2015-12-02,2,708
38674,38674,77337,2015-11-15,2,734
38675,38675,77339,2015-11-27,1,984
38676,38676,77342,2015-12-06,1,221
38677,38677,77343,2015-11-15,1,330
38678,38678,77346,2015-12-07,2,250
38679,38679,77351,2015-11-09,2,596
38680,38680,77352,2015-11-11,1,439
38681,38681,77354,2015-11-24,2,876
38682,38682,77357,2015-12-02,2,653
38683,38683,77358,2015-11-16,3,324
38684,38684,77359,2015-12-06,2,151
38685,38685,77361,2015-12-03,1,223
38686,38686,77363,2015-12-07,3,423
38687,38687,77364,2015-11-18,3,236
38688,38688,77365,2015-11-21,2,815
38689,38689,77366,2015-11-20,2,949
38690,38690,77371,2015-11-30,1,868
38691,38691,77375,2015-11-25,1,829
38692,38692,77400,2015-12-07,3,743
38693,38693,77403,2015-12-01,1,131
38694,38694,77405,2015-12-07,3,142
38695,38695,77407,2015-11-19,3,812
38696,38696,77412,2015-11-24,3,720
38697,38697,77416,2015-11-24,1,602
38698,38698,77419,2015-11-11,1,364
38699,38699,77421,2015-11-14,2,711
38700,38700,77424,2015-12-04,1,756
38701,38701,77372,2015-12-02,2,530
38702,38702,77377,2015-11-25,2,276
38703,38703,77384,2015-11-30,3,389
38704,38704,77388,2015-11-28,3,173
38705,38705,77394,2015-12-07,1,708
38706,38706,77398,2015-11-15,2,413
38707,38707,77408,2015-12-09,3,361
38708,38708,77446,2015-11-09,3,343
38709,38709,77409,2015-11-11,2,90
38710,38710,77376,2015-11-12,2,131
38711,38711,77411,2015-11-16,1,453
38712,38712,77415,2015-11-14,1,632
38713,38713,77381,2015-12-01,2,715
38714,38714,77423,2015-11-11,2,745
38715,38715,77428,2015-11-18,2,202
38716,38716,77389,2015-12-08,3,211
38717,38717,77430,2015-11-15,1,744
38718,38718,77432,2015-11-15,3,49
38719,38719,77391,2015-12-06,3,167
38720,38720,77436,2015-11-15,2,62
38721,38721,77393,2015-11-14,1,720
38722,38722,77438,2015-11-20,1,107
38723,38723,77395,2015-11-28,2,654
38724,38724,77440,2015-11-12,2,410
38725,38725,77397,2015-11-10,2,153
38726,38726,77442,2015-12-09,1,309
38727,38727,77399,2015-11-29,1,401
38728,38728,77443,2015-11-12,1,170
38729,38729,77401,2015-11-13,3,753
38730,38730,77452,2015-11-09,3,589
38731,38731,77422,2015-11-14,2,886
38732,38732,77454,2015-11-29,1,413
38733,38733,77429,2015-11-25,2,789
38734,38734,77435,2015-11-30,3,394
38735,38735,77447,2015-11-12,2,388
38736,38736,77451,2015-11-23,2,785
38737,38737,77455,2015-11-19,1,496
38738,38738,77457,2015-11-30,3,705
38739,38739,77465,2015-11-18,1,783
38740,38740,77467,2015-11-30,2,688
38741,38741,77468,2015-11-30,1,510
38742,38742,77469,2015-11-13,3,832
38743,38743,77472,2015-12-05,3,794
38744,38744,77474,2015-11-24,3,347
38745,38745,77475,2015-11-23,2,62
38746,38746,77476,2015-11-12,1,997
38747,38747,77480,2015-12-08,2,590
38748,38748,77481,2015-12-02,2,898
38749,38749,77493,2015-11-13,3,681
38750,38750,77482,2015-12-08,3,899
38751,38751,77496,2015-12-09,1,86
38752,38752,77487,2015-12-02,2,772
38753,38753,77501,2015-12-05,1,499
38754,38754,77503,2015-11-27,1,527
38755,38755,77507,2015-11-25,1,658
38756,38756,77509,2015-11-14,3,910
38757,38757,77513,2015-11-18,1,924
38758,38758,77515,2015-11-10,1,988
38759,38759,77520,2015-11-17,2,533
38760,38760,77485,2015-11-22,1,241
38761,38761,77522,2015-12-02,3,981
38762,38762,77488,2015-11-28,3,540
38763,38763,77524,2015-11-09,3,565
38764,38764,77490,2015-11-16,1,851
38765,38765,77526,2015-11-20,2,416
38766,38766,77494,2015-11-11,3,305
38767,38767,77528,2015-11-25,2,118
38768,38768,77498,2015-11-13,1,605
38769,38769,77508,2015-11-13,1,834
38770,38770,77534,2015-11-14,2,431
38771,38771,77514,2015-12-07,2,278
38772,38772,77516,2015-11-26,1,193
38773,38773,77517,2015-11-29,2,610
38774,38774,77519,2015-12-06,3,277
38775,38775,77536,2015-12-05,3,75
38776,38776,77525,2015-12-04,3,639
38777,38777,77552,2015-11-22,1,389
38778,38778,77527,2015-11-13,3,424
38779,38779,77556,2015-11-28,1,157
38780,38780,77529,2015-12-05,1,450
38781,38781,77562,2015-11-21,1,783
38782,38782,77535,2015-11-13,2,29
38783,38783,77537,2015-11-16,1,407
38784,38784,77541,2015-11-25,3,953
38785,38785,77547,2015-12-04,1,529
38786,38786,77549,2015-12-04,2,806
38787,38787,77551,2015-11-24,2,554
38788,38788,77553,2015-12-05,3,853
38789,38789,77555,2015-12-03,1,558
38790,38790,77557,2015-12-05,3,674
38791,38791,77563,2015-11-09,1,80
38792,38792,77571,2015-11-19,2,742
38793,38793,77572,2015-12-06,3,867
38794,38794,77573,2015-12-03,1,750
38795,38795,77575,2015-12-09,1,231
38796,38796,77577,2015-11-27,1,501
38797,38797,77578,2015-11-24,1,864
38798,38798,77579,2015-11-19,2,405
38799,38799,77580,2015-12-04,2,940
38800,38800,77583,2015-12-04,3,176
38801,38801,77584,2015-12-09,1,301
38802,38802,77585,2015-11-21,2,208
38803,38803,77586,2015-11-17,3,880
38804,38804,77590,2015-12-07,2,638
38805,38805,77610,2015-11-29,3,735
38806,38806,77612,2015-12-04,2,378
38807,38807,77618,2015-11-22,3,611
38808,38808,77622,2015-12-03,3,614
38809,38809,77637,2015-11-19,3,458
38810,38810,77624,2015-11-22,3,915
38811,38811,77641,2015-11-18,2,929
38812,38812,77632,2015-12-07,2,185
38813,38813,77647,2015-12-09,3,354
38814,38814,77634,2015-12-08,2,273
38815,38815,77649,2015-11-19,3,423
38816,38816,77636,2015-11-10,1,500
38817,38817,77660,2015-11-30,2,975
38818,38818,77638,2015-11-16,2,553
38819,38819,77644,2015-11-28,3,659
38820,38820,77648,2015-12-05,3,175
38821,38821,77651,2015-11-28,3,466
38822,38822,77595,2015-11-20,1,303
38823,38823,77596,2015-11-15,1,52
38824,38824,77597,2015-11-20,2,426
38825,38825,77598,2015-11-19,1,153
38826,38826,77600,2015-12-04,1,730
38827,38827,77664,2015-12-01,1,832
38828,38828,77659,2015-11-28,3,171
38829,38829,77671,2015-11-30,3,730
38830,38830,77604,2015-12-05,1,362
38831,38831,77673,2015-11-20,3,952
38832,38832,77661,2015-11-26,1,808
38833,38833,77607,2015-12-01,1,48
38834,38834,77674,2015-11-09,3,801
38835,38835,77609,2015-12-05,1,195
38836,38836,77677,2015-11-09,3,366
38837,38837,77676,2015-11-09,2,781
38838,38838,77614,2015-11-13,1,822
38839,38839,77680,2015-12-05,3,747
38840,38840,77616,2015-11-19,3,416
38841,38841,77682,2015-12-01,1,549
38842,38842,77619,2015-12-04,1,589
38843,38843,77623,2015-11-30,1,328
38844,38844,77627,2015-12-06,1,639
38845,38845,77679,2015-11-14,3,630
38846,38846,77663,2015-11-28,3,910
38847,38847,77665,2015-11-13,1,538
38848,38848,77684,2015-12-03,3,984
38849,38849,77685,2015-11-25,1,879
38850,38850,77687,2015-11-10,3,494
38851,38851,77688,2015-11-30,1,598
38852,38852,77691,2015-11-27,3,392
38853,38853,77692,2015-11-09,3,297
38854,38854,77694,2015-11-26,1,671
38855,38855,77696,2015-11-09,1,25
38856,38856,77700,2015-11-27,1,69
38857,38857,77704,2015-12-04,2,427
38858,38858,77706,2015-11-24,3,887
38859,38859,77708,2015-11-23,2,537
38860,38860,77699,2015-12-01,1,182
38861,38861,77710,2015-11-12,3,386
38862,38862,77705,2015-11-19,2,721
38863,38863,77707,2015-11-27,2,256
38864,38864,77711,2015-11-18,2,101
38865,38865,77713,2015-11-20,2,7
38866,38866,77716,2015-12-01,2,591
38867,38867,77717,2015-11-30,3,395
38868,38868,77718,2015-11-28,1,427
38869,38869,77719,2015-12-08,3,305
38870,38870,77720,2015-11-11,3,881
38871,38871,77722,2015-11-23,1,642
38872,38872,77724,2015-12-06,1,483
38873,38873,77728,2015-11-21,1,158
38874,38874,77729,2015-11-23,1,450
38875,38875,77730,2015-11-10,1,93
38876,38876,77733,2015-11-24,3,182
38877,38877,77735,2015-12-07,3,328
38878,38878,77736,2015-12-03,2,778
38879,38879,77738,2015-11-11,3,352
38880,38880,77742,2015-11-24,3,147
38881,38881,77743,2015-11-26,3,40
38882,38882,77744,2015-11-16,3,834
38883,38883,77747,2015-11-10,3,191
38884,38884,77749,2015-11-28,2,588
38885,38885,77751,2015-12-09,2,94
38886,38886,77752,2015-11-22,1,418
38887,38887,77753,2015-11-15,3,480
38888,38888,77754,2015-11-28,3,934
38889,38889,77755,2015-12-04,1,587
38890,38890,77756,2015-11-29,1,163
38891,38891,77757,2015-11-15,2,742
38892,38892,77759,2015-12-09,2,639
38893,38893,77760,2015-11-14,1,892
38894,38894,77765,2015-11-29,2,766
38895,38895,77766,2015-11-15,1,310
38896,38896,77767,2015-11-25,2,846
38897,38897,77769,2015-11-14,3,527
38898,38898,77771,2015-11-22,3,552
38899,38899,77773,2015-12-06,3,135
38900,38900,77776,2015-12-05,3,500
38901,38901,77777,2015-12-06,2,83
38902,38902,77782,2015-11-30,1,822
38903,38903,77784,2015-12-06,3,168
38904,38904,77787,2015-11-20,1,466
38905,38905,77788,2015-12-03,1,325
38906,38906,77790,2015-12-07,3,285
38907,38907,77792,2015-11-11,1,847
38908,38908,77793,2015-11-30,3,933
38909,38909,77795,2015-11-25,2,519
38910,38910,77796,2015-12-06,1,303
38911,38911,77799,2015-11-26,2,396
38912,38912,77800,2015-12-01,3,730
38913,38913,77801,2015-11-30,3,713
38914,38914,77802,2015-11-15,3,32
38915,38915,77804,2015-11-09,3,671
38916,38916,77805,2015-12-08,1,891
38917,38917,77807,2015-11-23,1,173
38918,38918,77812,2015-11-16,3,751
38919,38919,77809,2015-12-08,2,560
38920,38920,77823,2015-11-11,3,972
38921,38921,77810,2015-11-27,3,808
38922,38922,77825,2015-12-01,3,917
38923,38923,77811,2015-11-23,3,445
38924,38924,77827,2015-11-17,3,553
38925,38925,77813,2015-11-10,1,402
38926,38926,77829,2015-12-08,2,836
38927,38927,77819,2015-11-14,3,589
38928,38928,77830,2015-11-24,3,129
38929,38929,77824,2015-11-12,2,976
38930,38930,77832,2015-12-01,3,105
38931,38931,77833,2015-11-22,3,840
38932,38932,77836,2015-11-18,1,635
38933,38933,77839,2015-12-09,2,195
38934,38934,77841,2015-11-27,2,175
38935,38935,77845,2015-11-26,2,388
38936,38936,77849,2015-12-08,3,706
38937,38937,77851,2015-11-29,1,526
38938,38938,77840,2015-11-24,1,303
38939,38939,77848,2015-11-13,1,388
38940,38940,77850,2015-11-28,1,974
38941,38941,77856,2015-11-24,3,727
38942,38942,77859,2015-12-03,2,897
38943,38943,77860,2015-11-09,1,984
38944,38944,77861,2015-11-27,1,802
38945,38945,77862,2015-12-05,2,824
38946,38946,77863,2015-11-13,3,125
38947,38947,77864,2015-11-14,3,213
38948,38948,77866,2015-12-02,2,921
38949,38949,77869,2015-11-17,3,911
38950,38950,77870,2015-11-11,1,99
38951,38951,77872,2015-12-09,1,286
38952,38952,77876,2015-11-11,3,419
38953,38953,77874,2015-11-29,2,216
38954,38954,77880,2015-11-30,2,338
38955,38955,77879,2015-12-02,2,99
38956,38956,77888,2015-12-04,2,221
38957,38957,77885,2015-12-05,1,203
38958,38958,77890,2015-12-08,2,433
38959,38959,77894,2015-11-19,1,16
38960,38960,77897,2015-12-02,1,666
38961,38961,77900,2015-11-23,3,477
38962,38962,77902,2015-11-26,1,622
38963,38963,77903,2015-11-27,1,14
38964,38964,77904,2015-11-15,3,653
38965,38965,77905,2015-12-06,2,818
38966,38966,77906,2015-11-18,3,509
38967,38967,77907,2015-11-29,1,688
38968,38968,77910,2015-11-22,3,831
38969,38969,77911,2015-11-13,3,736
38970,38970,77912,2015-12-02,2,557
38971,38971,77914,2015-11-28,3,666
38972,38972,77915,2015-12-03,1,976
38973,38973,77918,2015-11-29,3,40
38974,38974,77919,2015-12-06,2,248
38975,38975,77971,2015-12-05,1,434
38976,38976,77972,2015-12-06,3,786
38977,38977,77921,2015-11-09,1,364
38978,38978,77925,2015-11-14,1,70
38979,38979,77930,2015-11-19,1,594
38980,38980,77931,2015-11-18,1,88
38981,38981,77932,2015-12-03,1,677
38982,38982,77933,2015-11-29,1,696
38983,38983,77935,2015-11-10,3,515
38984,38984,77936,2015-11-12,3,284
38985,38985,77938,2015-11-21,1,539
38986,38986,77939,2015-11-18,1,473
38987,38987,77940,2015-11-09,3,867
38988,38988,77945,2015-12-08,3,206
38989,38989,77947,2015-12-02,1,661
38990,38990,77957,2015-11-21,2,855
38991,38991,77978,2015-11-10,3,616
38992,38992,77967,2015-11-28,3,440
38993,38993,77980,2015-12-07,1,640
38994,38994,77982,2015-11-23,3,444
38995,38995,77984,2015-12-07,3,202
38996,38996,77988,2015-11-14,2,627
38997,38997,77992,2015-11-10,1,421
38998,38998,77962,2015-11-22,1,439
38999,38999,77996,2015-12-07,1,222
39000,39000,78001,2015-11-28,1,844
39001,39001,77976,2015-11-09,1,181
39002,39002,77977,2015-11-15,3,49
39003,39003,77981,2015-11-30,3,501
39004,39004,77994,2015-11-20,1,132
39005,39005,77997,2015-11-29,3,630
39006,39006,78002,2015-11-14,1,364
39007,39007,78005,2015-12-06,1,269
39008,39008,78006,2015-11-17,3,560
39009,39009,78007,2015-12-08,2,81
39010,39010,78009,2015-11-12,2,850
39011,39011,78010,2015-11-21,1,724
39012,39012,78014,2015-11-15,2,370
39013,39013,78015,2015-11-23,2,269
39014,39014,78016,2015-11-14,2,916
39015,39015,78020,2015-11-26,3,942
39016,39016,78021,2015-11-17,1,777
39017,39017,78022,2015-12-02,1,631
39018,39018,78023,2015-11-25,2,348
39019,39019,78024,2015-11-29,1,334
39020,39020,78025,2015-11-12,3,797
39021,39021,78027,2015-12-01,3,2
39022,39022,78028,2015-11-16,1,679
39023,39023,78029,2015-11-13,2,422
39024,39024,78030,2015-11-15,2,784
39025,39025,78031,2015-11-25,1,828
39026,39026,78034,2015-11-25,1,231
39027,39027,78037,2015-11-13,1,188
39028,39028,78042,2015-12-05,2,291
39029,39029,78043,2015-12-02,3,698
39030,39030,78044,2015-11-23,1,643
39031,39031,78049,2015-11-13,2,364
39032,39032,78051,2015-11-10,1,501
39033,39033,78053,2015-11-10,1,129
39034,39034,78055,2015-11-28,3,358
39035,39035,78057,2015-11-15,2,815
39036,39036,78061,2015-12-06,2,117
39037,39037,78046,2015-11-23,1,823
39038,39038,78048,2015-12-05,3,458
39039,39039,78052,2015-12-05,3,955
39040,39040,78056,2015-12-05,1,544
39041,39041,78058,2015-12-08,3,165
39042,39042,78066,2015-11-16,2,440
39043,39043,78060,2015-11-27,1,702
39044,39044,78072,2015-12-01,3,11
39045,39045,78063,2015-12-06,3,668
39046,39046,78073,2015-12-05,3,581
39047,39047,78067,2015-11-22,2,335
39048,39048,78075,2015-11-19,3,650
39049,39049,78074,2015-11-26,2,407
